,Composer,Name,Style,Harmony,Kalz Centrality,Global Clustering,Square Clustering,Harmonic Centrality,Betweenness Centrality,Closeness Centrality,Tonnetz
13,bach,bwv114.7,barok,classic,0.25274347633082844,0.20075757575757575,0.3726029754689456,12.083333333333336,0.08522122027105414,0.2229524772497472,"[2, 3, 7]"
14,bach,bwv115.6,barok,classic,0.2098432720919017,0.2786666666666667,0.2884887123286975,10.609523809523804,0.09503906256054484,0.14512471655328796,"[3, 4, 5]"
15,bach,bwv116.6,barok,classic,0.14188094156134398,0.2517730496453901,0.2797477490565738,12.568763181263172,0.12342215988779805,0.07927765913603836,"[3, 4, 5]"
16,bach,bwv117.4,barok,classic,0.2080928713407994,0.2511904761904762,0.3329140158804019,11.676190476190472,0.09459485670763887,0.14727272727272728,"[3, 4, 5]"
17,bach,bwv119.9,barok,classic,0.2559340214399231,0.2349206349206349,0.4405873344563617,11.66666666666667,0.10566492450638794,0.22688598979013044,"[2, 3, 7]"
18,bach,bwv12.7,barok,classic,0.2234705493614957,0.28400000000000003,0.3816720109919401,11.516666666666666,0.11989795918367345,0.16326530612244894,"[3, 4, 5]"
19,bach,bwv120.6,barok,classic,0.19587159517506006,0.2156862745098039,0.3149867574832395,12.742460317460313,0.13658977838082315,0.13214415726246814,"[3, 4, 5]"
20,bach,bwv120.8-a,barok,classic,0.2516644713809797,0.2341666666666667,0.3182004985561366,10.833333333333336,0.10548807917228968,0.2103729603729604,"[3, 4, 5]"
21,bach,bwv121.6,barok,classic,0.20783061616646564,0.2370967741935484,0.31203266130910273,12.69606782106782,0.12240437158469945,0.12719050310910118,"[3, 4, 5]"
22,bach,bwv122.6,barok,classic,0.19975143324563904,0.3181818181818182,0.4594856083618576,10.066666666666666,0.04134615384615385,0.12016632016632015,"[3, 4, 5]"
23,bach,bwv123.6,barok,classic,0.16112939595260012,0.2614814814814815,0.3070137818818998,12.109845709845706,0.10674157303370786,0.08071641217708632,"[3, 4, 5]"
24,bach,bwv124.6,barok,classic,0.1952500702505304,0.234313725490196,0.3134325678938089,11.926623376623375,0.11397557666214382,0.11132692700879164,"[3, 4, 5]"
25,bach,bwv125.6,barok,classic,0.19509968770782915,0.2709523809523809,0.3413651447506946,13.470238095238091,0.12148337595907928,0.1373247802328344,"[3, 4, 5]"
26,bach,bwv126.6,barok,classic,0.15877734687387582,0.2512578616352201,0.3676830777918418,14.258730158730154,0.06593406593406594,0.08649296196466008,"[3, 4, 5]"
27,bach,bwv127.5,barok,classic,0.15576099989127198,0.2601694915254237,0.3351637417165462,15.484575147075136,0.1215738284703802,0.0722415496284843,"[3, 4, 5]"
28,bach,bwv128.5,barok,classic,0.2049209869112204,0.2585858585858586,0.3011484674512842,12.937734487734485,0.12139423076923077,0.12307692307692307,"[3, 4, 5]"
29,bach,bwv13.6,barok,classic,0.2811137870518209,0.2686274509803921,0.4088555522213819,10.000000000000002,0.10511363636363637,0.2350780532598715,"[3, 4, 5]"
30,bach,bwv130.6,barok,classic,0.18293080893115432,0.2614285714285714,0.3075202613090899,12.67261904761904,0.1395993179880648,0.122289220353327,"[3, 4, 5]"
31,bach,bwv133.6,barok,classic,0.23051161794220595,0.27803030303030296,0.3940275939402647,9.833333333333334,0.0673821748572579,0.1752298539751217,"[3, 4, 5]"
32,bach,bwv135.6,barok,classic,0.1925493036213544,0.2896396396396396,0.36832750712521,14.261904761904757,0.12005327245053272,0.1397907453349153,"[3, 4, 5]"
33,bach,bwv136.6,barok,classic,0.18229064746215431,0.1968253968253968,0.3177270977671427,15.119047619047613,0.12377314134587132,0.1212755212466633,"[2, 3, 7]"
34,bach,bwv137.5,barok,classic,0.2516644713809797,0.2341666666666667,0.3182004985561366,10.833333333333336,0.1054880791722897,0.2103729603729604,"[3, 4, 5]"
35,bach,bwv139.6,barok,classic,0.1585080055599169,0.1996212121212121,0.28072569237972683,12.006757131757126,0.1045175086875167,0.08030919038297445,"[3, 4, 5]"
36,bach,bwv14.5,barok,classic,0.20362825289124836,0.3,0.5104461782725187,13.327380952380947,0.1276442307692308,0.14065934065934066,"[3, 4, 5]"
37,bach,bwv140.7,barok,classic,0.18102815375882653,0.2691919191919192,0.30738780785491066,12.173015873015867,0.12283653846153847,0.11934731934731935,"[3, 4, 5]"
38,bach,bwv144.3,barok,classic,0.16440477801018974,0.2725,0.28853283192838297,11.961122211122206,0.12333657903278154,0.08831726860991755,"[3, 4, 5]"
39,bach,bwv144.6,barok,classic,0.18442095302862888,0.18407407407407408,0.30637334409801564,16.564285714285713,0.09805924412665988,0.12795769993390615,"[2, 3, 7]"
40,bach,bwv145-a,barok,classic,0.2027610024892935,0.27020202020202017,0.3696790703569669,13.552380952380949,0.12299679487179488,0.14453069865913906,"[3, 4, 5]"
41,bach,bwv145.5,barok,classic,0.2296472604236333,0.2583333333333333,0.3440453981515053,12.35,0.07890117213300604,0.17260425296879314,"[3, 4, 5]"
42,bach,bwv146.8,barok,classic,0.19242886672300766,0.21891891891891885,0.3007834241981473,13.515115440115435,0.1219558599695586,0.12077159630975676,"[2, 3, 7]"
43,bach,bwv148.6,barok,classic,0.2490080107110149,0.2777777777777778,0.4251926752495716,10.933333333333335,0.08785696688135715,0.1991040318566451,"[3, 4, 5]"
44,bach,bwv149.7,barok,classic,0.15860140531287684,0.2790909090909091,0.3575973495032179,13.133333333333333,0.02683590495302496,0.0846195358877496,"[3, 4, 5]"
45,bach,bwv151.5,barok,classic,0.20209827544421813,0.2794871794871795,0.2883808495202746,10.544047619047614,0.1180392156862745,0.13616557734204793,"[3, 4, 5]"
46,bach,bwv153.1,barok,classic,0.21162475964104607,0.16990740740740742,0.3761456828771704,11.66666666666667,0.02927565392354124,0.13101867016049787,"[2, 3, 7]"
47,bach,bwv153.5,barok,classic,0.2108204333931244,0.3037634408602151,0.44024098389032,14.3,0.12759562841530053,0.1756440281030445,"[3, 4, 5]"
48,bach,bwv153.9,barok,classic,0.2551416020146756,0.3375,0.442677244567501,10.66666666666667,0.0951417004048583,0.2056980056980057,"[3, 4, 5]"
49,bach,bwv154.3,barok,classic,0.19737771101855006,0.19,0.2952708128905693,11.577380952380945,0.11971556594584065,0.13575464083938665,"[3, 4, 5]"
50,bach,bwv154.8,barok,classic,0.17549308718700868,0.2704761904761904,0.3206790239545625,11.831349206349199,0.12148337595907928,0.10671097572232993,"[3, 4, 5]"
51,bach,bwv155.5,barok,classic,0.20624453914316054,0.25,0.3070149611292477,12.049603174603172,0.0987726475745178,0.1370599739243807,"[3, 4, 5]"
52,bach,bwv156.6,barok,classic,0.19549775822864088,0.2896396396396396,0.3653966681291309,11.033333333333335,0.024162861491628614,0.11500477859190825,"[3, 4, 5]"
53,bach,bwv157.5,barok,classic,0.1501922970841276,0.26666666666666666,0.2829448946146314,15.260339660339653,0.11969079170914035,0.076654136326595,"[3, 4, 5]"
54,bach,bwv158.4,barok,classic,0.1709345820138214,0.2857638888888889,0.3905972836026459,12.302380952380949,0.030978994875971368,0.08573240329740013,"[3, 4, 5]"
55,bach,bwv159.5,barok,classic,0.1809699339928921,0.2695121951219512,0.28561350231707816,14.041702741702736,0.10118511574966704,0.10451368476059833,"[3, 4, 5]"
56,bach,bwv16.6,barok,classic,0.2364766996427809,0.1882716049382716,0.5340202611161174,13.750000000000005,0.09187227866473152,0.2090937210021652,"[2, 3, 7]"
57,bach,bwv161.6,barok,classic,0.1468012326459391,0.23994708994708994,0.2833243430053133,17.020374886551352,0.11574193548387098,0.07500487804878049,"[3, 4, 5]"
58,bach,bwv162.6-lpz,barok,classic,0.2160663881501411,0.22666666666666666,0.28489250212731376,13.227380952380953,0.09818819403857393,0.15493736182756082,"[3, 4, 5]"
59,bach,bwv164.6,barok,classic,0.1971562986891798,0.2772727272727272,0.2896905471794541,11.794455544455545,0.11875,0.11094257854821236,"[3, 4, 5]"
60,bach,bwv165.6,barok,classic,0.19788788829475484,0.2580952380952381,0.34904179918911904,11.433333333333335,0.038054328127016236,0.11616161616161615,"[3, 4, 5]"
61,bach,bwv166.6,barok,classic,0.2786207411887411,0.15000000000000002,0.2820359928044831,10.333333333333336,0.08599439775910364,0.2359183673469388,"[2, 3, 7]"
62,bach,bwv168.6,barok,classic,0.23432520710072055,0.2368055555555555,0.3920752726656605,11.483333333333334,0.09627829771215524,0.18451342867108475,"[3, 4, 5]"
63,bach,bwv169.7,barok,classic,0.2200292777228084,0.2469135802469136,0.3454396560375537,12.35,0.12336719883889695,0.16145211368521614,"[3, 4, 5]"
64,bach,bwv17.7,barok,classic,0.17527793927083207,0.2984126984126984,0.3494277831085929,14.291269841269836,0.10382995396219023,0.11152301513747297,"[3, 4, 5]"
65,bach,bwv171.6,barok,classic,0.13928278139350705,0.2857142857142857,0.3855714343934687,18.756987250795305,0.11347422166281952,0.07628462931214049,"[3, 4, 5]"
66,bach,bwv172.6,barok,classic,0.15848749113942054,0.2797619047619048,0.2790395525918369,12.355505605505595,0.12165736115192477,0.08438755020080321,"[3, 4, 5]"
67,bach,bwv174.5,barok,classic,0.1774128834661455,0.2573643410852713,0.3480720987422943,15.011580086580086,0.11666666666666665,0.11529411764705882,"[3, 4, 5]"
68,bach,bwv175.7,barok,classic,0.1827172019821697,0.2619047619047619,0.3326004977482839,16.007936507936506,0.12400822803408758,0.12579510588939607,"[3, 4, 5]"
69,bach,bwv176.6,barok,classic,0.16509869681221725,0.24811320754716976,0.3187080667159983,18.184126984126983,0.08613522790214523,0.1238095238095238,"[3, 4, 5]"
70,bach,bwv177.4,barok,classic,0.20669550675680068,0.27643678160919544,0.3534037402605776,11.819047619047616,0.09362177398693762,0.14327485380116958,"[3, 4, 5]"
71,bach,bwv177.5,barok,classic,0.18707624098253015,0.2442982456140351,0.5003154957734677,14.7297619047619,0.11687687687687688,0.13520987654320987,"[3, 4, 5]"
72,bach,bwv178.7,barok,classic,0.14734213238738886,0.2472677595628415,0.30506958318772703,14.394617310793775,0.12382920110192835,0.06567785014503859,"[3, 4, 5]"
73,bach,bwv179.6,barok,classic,0.257811519902577,0.2210144927536232,0.542176501694235,12.91666666666667,0.07821548821548822,0.23901234567901236,"[3, 4, 5]"
74,bach,bwv18.5-lz,barok,classic,0.1906597708703472,0.22598039215686275,0.2931693493889777,13.317460317460315,0.09970202020686786,0.1343283582089552,"[3, 4, 5]"
75,bach,bwv18.5-w,barok,classic,0.22919601800163936,0.21913580246913575,0.3062677323618249,13.1,0.10056181543271908,0.1848509707410446,"[3, 4, 5]"
76,bach,bwv180.7,barok,classic,0.16515423669511106,0.23414634146341465,0.2851255567532425,12.494852369852364,0.128858024691358,0.0885788628688479,"[3, 4, 5]"
77,bach,bwv183.5,barok,classic,0.1967007709707091,0.2651041666666667,0.34867990265109106,12.189682539682536,0.0962621607782898,0.13238770685579196,"[3, 4, 5]"
78,bach,bwv184.5,barok,classic,0.2330833354718137,0.24416666666666664,0.3081858978834785,9.816666666666665,0.09510823638247462,0.18512820512820516,"[3, 4, 5]"
79,bach,bwv185.6,barok,classic,0.1755712112946728,0.24880952380952376,0.35147428196475755,14.693650793650788,0.12023704574395146,0.10888716154942348,"[3, 4, 5]"
80,bach,bwv187.7,barok,classic,0.15617489659387476,0.2636904761904762,0.4234572416450111,15.104748029748027,0.11285831285831288,0.08371257855793937,"[3, 4, 5]"
81,bach,bwv188.6,barok,classic,0.2573265024197888,0.3175,0.3785933310430752,11.033333333333335,0.08850184902816481,0.21526535480023853,"[3, 4, 5]"
82,bach,bwv19.7,barok,classic,0.20806062070075204,0.2493333333333333,0.3176268603849163,10.594047619047616,0.12159863945578232,0.14512471655328796,"[3, 4, 5]"
83,bach,bwv190.7-inst,barok,classic,0.17379033403934008,0.24,0.29963042252849736,15.757936507936506,0.09920881512397728,0.11822178798241327,"[3, 4, 5]"
84,bach,bwv190.7,barok,classic,0.21129811139135712,0.2772222222222222,0.347608700556404,13.55,0.08114045529385712,0.1638418079096045,"[3, 4, 5]"
85,bach,bwv194.12,barok,classic,0.21777835765217846,0.3298611111111111,0.39398282418485736,8.916666666666666,0.04116558741905643,0.14960106382978725,"[3, 4, 5]"
86,bach,bwv194.6,barok,classic,0.20689032231794213,0.21369047619047613,0.3870556442841188,11.733333333333334,0.09696969696969696,0.16005121638924455,"[3, 4, 5]"
87,bach,bwv195.6,barok,classic,0.1896265987669216,0.209375,0.31109523963906965,12.07460317460317,0.11981566820276494,0.123015873015873,"[3, 4, 5]"
88,bach,bwv197.10,barok,classic,0.2211863529658282,0.26666666666666666,0.35525303182766194,10.62460317460317,0.1176470588235294,0.1408609420779806,"[3, 4, 5]"
89,bach,bwv197.5,barok,classic,0.1681075223087279,0.2508547008547009,0.2969213302917797,13.054761904761893,0.1245727956254272,0.1065525383707202,"[3, 4, 5]"
90,bach,bwv197.7-a,barok,classic,0.2450107760954956,0.2650793650793651,0.3768187216169918,10.65,0.09321630943582164,0.1912960306073649,"[3, 4, 5]"
91,bach,bwv2.6,barok,classic,0.22454629822528388,0.2440860215053764,0.3691692260737096,14.650000000000002,0.13907103825136613,0.18214936247723126,"[3, 4, 5]"
92,bach,bwv20.11,barok,classic,0.24702500759998205,0.2840909090909091,0.38717096923788624,10.983333333333334,0.1096345514950166,0.193505923650724,"[3, 4, 5]"
93,bach,bwv20.7,barok,classic,0.20865818589774185,0.2816666666666666,0.3562505339023321,12.252380952380948,0.11922852133255404,0.1370599739243807,"[3, 4, 5]"
94,bach,bwv226.2,barok,classic,0.16988421109353147,0.25869565217391305,0.32101440995876296,14.51822899322899,0.12230362230362232,0.09271978021978022,"[3, 4, 5]"
95,bach,bwv227.1,barok,classic,0.2132379685189446,0.13282828282828282,0.2540553215399273,14.900000000000002,0.06514423076923077,0.17504273504273507,"[2, 3, 7]"
96,bach,bwv227.11,barok,classic,0.22918538788363355,0.12586206896551722,0.2768150944338009,13.900000000000002,0.10234962406015037,0.1858700806069227,"[2, 3, 7]"
97,bach,bwv227.3,barok,classic,0.1809669113997155,0.2245833333333333,0.4660615612773574,14.678571428571427,0.09761848597434004,0.12835443037974684,"[3, 4, 5]"
98,bach,bwv227.7,barok,classic,0.17002231676539326,0.26033333333333336,0.36618554985119983,16.671428571428567,0.11028653885796742,0.11679637909146105,"[3, 4, 5]"
99,bach,bwv229.2,barok,classic,0.14718572127713922,0.21338028169014084,0.31076119408335395,19.42958640516691,0.1227288078351908,0.0742559253197551,"[3, 4, 5]"
100,bach,bwv24.6,barok,classic,0.15430154947143207,0.2977987421383648,0.3325472177683969,15.103582528582521,0.12829670329670328,0.08253968253968254,"[3, 4, 5]"
101,bach,bwv244.10,barok,classic,0.1845912347893567,0.291025641025641,0.3701927773014401,10.042857142857141,0.0355434039644566,0.09499072356215214,"[3, 4, 5]"
102,bach,bwv244.15,barok,classic,0.16759922364559338,0.30069444444444443,0.2988916458948642,13.677799977799973,0.12094064949608065,0.07648891966759003,"[3, 4, 5]"
103,bach,bwv244.17,barok,classic,0.14602164789663538,0.2984126984126985,0.2961123777935382,14.53557353379334,0.12193548387096775,0.05835294117647059,"[3, 4, 5]"
104,bach,bwv244.25,barok,classic,0.1703627551266519,0.3078014184397163,0.4473031255316899,16.382539682539676,0.13394109396914447,0.11912402184315712,"[3, 4, 5]"
105,bach,bwv244.29-a,barok,classic,0.2060912177127804,0.26397849462365586,0.29921075330947444,11.524278499278498,0.12076502732240438,0.11995201919232308,"[3, 4, 5]"
106,bach,bwv244.3,barok,classic,0.2284175343424011,0.264,0.3935139319895735,12.016666666666666,0.1197562358276644,0.18658892128279886,"[3, 4, 5]"
107,bach,bwv244.32,barok,classic,0.15073354066701236,0.2392156862745098,0.3071147345521576,13.598362748362742,0.10455445544554456,0.0808899422760809,"[3, 4, 5]"
108,bach,bwv244.37,barok,classic,0.2494787026685432,0.2515873015873015,0.3623521983990799,10.95,0.11158536585365854,0.1951219512195122,"[3, 4, 5]"
109,bach,bwv244.40,barok,classic,0.1602946953834079,0.26629629629629625,0.27357271400182154,13.215029415029411,0.12359550561797755,0.09217291944391544,"[3, 4, 5]"
110,bach,bwv244.44,barok,classic,0.165276596710946,0.2894230769230769,0.3883747748277869,13.553571428571427,0.05339805825242719,0.08567405321277699,"[3, 4, 5]"
111,bach,bwv244.46,barok,classic,0.2110540189112504,0.2386904761904762,0.3434356162106504,12.076190476190474,0.11043771043771043,0.1506198347107438,"[3, 4, 5]"
112,bach,bwv244.54,barok,classic,0.21178180231144345,0.27444444444444444,0.34216073283084586,12.494047619047615,0.1157218001168907,0.13575464083938665,"[3, 4, 5]"
113,bach,bwv244.62,barok,classic,0.1883645382883995,0.273931623931624,0.3491160760216241,14.404761904761902,0.10452267031214399,0.12428977272727272,"[3, 4, 5]"
114,bach,bwv245.11,barok,classic,0.2042154110149296,0.2318181818181818,0.3586685223072108,13.511904761904757,0.11153846153846153,0.14065934065934066,"[3, 4, 5]"
115,bach,bwv245.14,barok,classic,0.16108585815424498,0.2415094339622641,0.3278688634972665,17.869480519480526,0.07728937728937729,0.11344661212502626,"[3, 4, 5]"
116,bach,bwv245.15,barok,classic,0.1993603719492229,0.2898148148148148,0.4620124177118073,12.766666666666667,0.04005583283249279,0.13987372510927634,"[3, 4, 5]"
117,bach,bwv245.17,barok,classic,0.20812808142866807,0.2747619047619047,0.3824156835112271,16.28333333333334,0.10566211992043194,0.18824295717309888,"[3, 4, 5]"
118,bach,bwv245.22,barok,classic,0.1750612896854861,0.26944444444444443,0.3333220952020465,12.769047619047615,0.12334004024144868,0.11351000741289845,"[3, 4, 5]"
119,bach,bwv245.26,barok,classic,0.2324476380509975,0.16604938271604935,0.2728034389334135,13.56666666666667,0.08336728014863419,0.19929245283018868,"[2, 3, 7]"
120,bach,bwv245.28,barok,classic,0.16536070547314102,0.2813008130081301,0.37365454592460295,9.616666666666664,0.033950617283950615,0.08888888888888889,"[3, 4, 5]"
121,bach,bwv245.3,barok,classic,0.19094265968605573,0.2457264957264957,0.3521449617812867,11.000000000000002,0.02390310191062071,0.11372411372411373,"[3, 4, 5]"
122,bach,bwv245.37,barok,classic,0.22362605230876814,0.21111111111111114,0.39470277324075376,13.35,0.12324625060474118,0.19325328759291024,"[3, 4, 5]"
123,bach,bwv245.40,barok,classic,0.1597444665968937,0.2887820512820513,0.3455804597167035,14.553557553557553,0.09423186750428326,0.08547910510764035,"[3, 4, 5]"
124,bach,bwv245.5,barok,classic,0.17988624622558716,0.2575396825396825,0.3382677074126602,16.685714285714287,0.1052257811734744,0.15114188095666245,"[3, 4, 5]"
125,bach,bwv248.12-2,barok,classic,0.18793187048944732,0.28991228070175434,0.3797822056045029,12.15,0.04117982917982918,0.11636363636363635,"[3, 4, 5]"
126,bach,bwv248.17,barok,classic,0.2196691427570461,0.23478260869565215,0.33482626040425273,10.709523809523807,0.10606060606060606,0.17072310405643734,"[3, 4, 5]"
127,bach,bwv248.23-2,barok,classic,0.16837274341879235,0.2548148148148148,0.2919767275342637,14.4067821067821,0.1196373850868233,0.09540705696826336,"[3, 4, 5]"
128,bach,bwv248.23-s,barok,classic,0.1987029892669566,0.2954545454545455,0.37068492631202893,12.690079365079365,0.12307692307692307,0.12603076923076925,"[3, 4, 5]"
129,bach,bwv248.28,barok,classic,0.1879678000470536,0.2454166666666667,0.33642813465133115,10.733333333333333,0.027197415805010745,0.09793471019320453,"[3, 4, 5]"
130,bach,bwv248.33-3,barok,classic,0.23875625545881024,0.3028985507246377,0.36411401296834817,11.566666666666665,0.08585858585858586,0.1822975517890772,"[3, 4, 5]"
131,bach,bwv248.35-3,barok,classic,0.17293623783221956,0.27517730496453896,0.33749595132485904,15.199156399156394,0.12032714441550345,0.1115327851570736,"[3, 4, 5]"
132,bach,bwv248.35-3c,barok,classic,0.17155461115683648,0.2625,0.33203258758977283,15.270584970584967,0.12133471977816886,0.108657156910969,"[3, 4, 5]"
133,bach,bwv248.42-4,barok,classic,0.1004962564649658,0.2635416666666667,0.24985865490076245,16.444208964935715,0.12600492869551164,0.03412669615579566,"[3, 4, 5]"
134,bach,bwv248.42-s,barok,classic,0.14962225931173292,0.2544871794871795,0.27309318212950434,11.450743700743695,0.06091757091185989,0.06728622605264524,"[3, 4, 5]"
135,bach,bwv248.46-5,barok,classic,0.19770123502789766,0.2693693693693694,0.3059964263525883,14.56190476190476,0.11015981735159816,0.13248824371294213,"[3, 4, 5]"
136,bach,bwv248.5,barok,classic,0.18657858870221591,0.2738095238095238,0.332118506052604,14.793326118326116,0.11057947342108372,0.10228793963733722,"[3, 4, 5]"
137,bach,bwv248.53-5,barok,classic,0.2041432227873416,0.28666666666666674,0.33172728427986137,11.873412698412695,0.12156633547632965,0.1284165521453657,"[3, 4, 5]"
138,bach,bwv248.59-6,barok,classic,0.2130379666950762,0.23888888888888885,0.2971992314432712,10.109523809523804,0.11100832562442184,0.1442989634478996,"[3, 4, 5]"
139,bach,bwv248.64-6,barok,classic,0.09747407552518278,0.23224637681159416,0.2589216610955758,23.327745926210433,0.1245388188453882,0.0360734191812416,"[3, 4, 5]"
140,bach,bwv248.64-s,barok,classic,0.23255649481863785,0.3025,0.4325700113737384,10.066666666666666,0.1194331983805668,0.19284188034188032,"[3, 4, 5]"
141,bach,bwv248.9-1,barok,classic,0.17355099439621244,0.2685606060606061,0.3187046853544089,12.85553792612616,0.12202619620422347,0.08400345281904502,"[3, 4, 5]"
142,bach,bwv248.9-s,barok,classic,0.19862253341372826,0.28235294117647064,0.3282754700185609,12.192532467532468,0.12302125734961555,0.10764060492240783,"[3, 4, 5]"
143,bach,bwv25.6,barok,classic,0.20179883310524785,0.27904761904761904,0.4389548516848502,9.866666666666667,0.030903665814151743,0.1124286341677646,"[3, 4, 5]"
144,bach,bwv250,barok,classic,0.1673745836992555,0.2758771929824561,0.3052928728353108,12.554761904761893,0.12972972972972974,0.1014074074074074,"[3, 4, 5]"
145,bach,bwv251,barok,classic,0.20637038072632968,0.2888888888888889,0.3239471357211733,12.594047619047615,0.11981297486849796,0.13839065328286984,"[3, 4, 5]"
146,bach,bwv252,barok,classic,0.22970264074859234,0.2108974358974359,0.3030988669857169,12.766666666666667,0.08711450640862405,0.1885369532428356,"[2, 3, 7]"
147,bach,bwv253,barok,classic,0.24200363405631076,0.29824561403508776,0.42007605848333335,9.7,0.12287287287287288,0.1945945945945946,"[3, 4, 5]"
148,bach,bwv254,barok,classic,0.1749756972104337,0.2675925925925926,0.2929092786502003,12.150468975468971,0.11851106639839032,0.10149130074565037,"[3, 4, 5]"
149,bach,bwv255,barok,classic,0.20913300815473834,0.2732142857142857,0.5411550269060041,9.083333333333332,0.03265993265993266,0.1257985257985258,"[3, 4, 5]"
150,beethoven,String Quartet n1 op18 1mov,classical,classic,0.07707385661824144,0.20260416666666664,0.2246711106699638,46.01955215330097,0.1087592788971368,0.04589371980676329,"[3, 4, 5]"
151,beethoven,String Quartet n1 op18 2mov,classical,classic,0.08530845285465204,0.1753822629969419,0.2297416154867591,35.73011718243923,0.09571380730587736,0.048644071500371484,"[3, 4, 5]"
152,beethoven,String Quartet n1 op18 3mov,classical,classic,0.08534679541750714,0.20046728971962616,0.3322750815836059,35.93695766502328,0.1220767226308672,0.05288729989053941,"[3, 4, 5]"
153,beethoven,String Quartet n1 op18 4mov,classical,classic,0.06459701985983395,0.18108660130718954,0.2631062080491279,28.472135556269325,0.020537324831803355,0.020086518798175242,"[2, 3, 7]"
154,beethoven,String Quartet n16 op135 1mov,classical,classic,0.08375716358923224,0.21337209302325585,0.28753687853298154,28.55566282561212,0.056378678553889165,0.038001985878199473,"[3, 4, 5]"
155,beethoven,String Quartet n16 op135 2mov,classical,classic,0.13093019292234148,0.22575757575757574,0.2398584336264312,21.31309605427252,0.07877073834974617,0.06800539083557952,"[3, 4, 5]"
156,beethoven,String Quartet n16 op135 3mov,classical,classic,0.1010741228058543,0.2221393034825871,0.3408948625587664,21.10491595697345,0.0790881698628594,0.039625609231398615,"[3, 4, 5]"
157,beethoven,String Quartet n2 op18 n2 1mov,classical,classic,0.06762161171453088,0.20125502008032128,0.23731290059185026,48.12516813252146,0.0485806504908916,0.05313309647066726,"[3, 4, 5]"
158,beethoven,String Quartet n2 op18 n2 3mov,classical,classic,0.07703455254166736,0.211070110701107,0.3028503514037259,29.157475857475863,0.02904908525042538,0.03859435916108698,"[3, 4, 5]"
159,beethoven,String Quartet n2 op18 n2 4mov,classical,classic,0.07431722360495155,0.1886435331230284,0.2556095596393218,29.324451318388782,0.03263543103965445,0.02311737292578821,"[3, 4, 5]"
160,beethoven,String Quartet n1 op18 1mov,classical,,0.07707385661824144,0.20260416666666664,0.2246711106699638,46.01955215330097,0.1087592788971368,0.04589371980676329,"[3, 4, 5]"
161,beethoven,String Quartet n1 op18 2mov,classical,,0.08530845285465204,0.1753822629969419,0.2297416154867591,35.73011718243923,0.09571380730587736,0.048644071500371484,"[3, 4, 5]"
162,beethoven,String Quartet n1 op18 3mov,classical,,0.08534679541750714,0.20046728971962616,0.3322750815836059,35.93695766502328,0.1220767226308672,0.05288729989053941,"[3, 4, 5]"
163,beethoven,String Quartet n1 op18 4mov,classical,,0.06459701985983395,0.18108660130718954,0.2631062080491279,28.472135556269325,0.020537324831803355,0.020086518798175242,"[2, 3, 7]"
164,beethoven,String Quartet n16 op135 1mov,classical,,0.08375716358923224,0.21337209302325585,0.28753687853298154,28.55566282561212,0.056378678553889165,0.038001985878199473,"[3, 4, 5]"
